timestamp,time_of_day,hour,day_of_week,weather,traffic_density,num_vehicles,avg_speed_kph,num_accidents,road_block,signal_delay_sec,reroute_count,route_distance_km,travel_time_min,congestion_score,congestion_level
2025-01-01 02:41:00,Night,2,Wednesday,Clear,49,185,57.81,0,0,37,2,16.65,25.64,43,Medium
2025-01-01 02:48:00,Night,2,Wednesday,Clear,13,60,73.08,0,0,54,1,20.03,20.94,20,Low
2025-01-01 02:55:00,Night,2,Wednesday,Fog,47,194,49.2,0,1,80,6,8.18,24.45,73,High
2025-01-01 03:02:00,Night,3,Wednesday,Clear,42,180,59.57,0,0,93,2,25.03,35.58,49,Medium
2025-01-01 03:09:00,Night,3,Wednesday,Fog,48,178,46.66,1,0,72,5,2.35,16.64,69,Medium
2025-01-01 03:16:00,Night,3,Wednesday,Clear,38,167,63.11,0,0,84,1,7.24,16.2,44,Medium
2025-01-01 03:23:00,Night,3,Wednesday,Rain,52,224,49.09,0,0,83,2,21.87,39.27,62,Medium
2025-01-01 03:30:00,Night,3,Wednesday,Clear,57,251,52.83,1,0,102,5,1.74,16.64,72,High
2025-01-01 03:37:00,Night,3,Wednesday,Fog,46,198,44.6,0,0,70,4,16.06,33.57,60,Medium
2025-01-01 03:44:00,Night,3,Wednesday,Fog,33,128,53.35,0,0,81,2,9.07,20.55,50,Medium
2025-01-01 03:51:00,Night,3,Wednesday,Clear,46,216,55.36,1,0,66,3,24.82,38.44,58,Medium
2025-01-01 03:58:00,Night,3,Wednesday,Clear,40,196,62.55,0,0,48,1,14.61,22.01,40,Medium
2025-01-01 04:05:00,Night,4,Wednesday,Clear,55,243,55.12,0,0,89,3,5.49,18.08,59,Medium
2025-01-01 04:12:00,Night,4,Wednesday,Clear,47,183,56.04,1,1,73,4,5.21,19.39,70,High
2025-01-01 04:19:00,Night,4,Wednesday,Clear,35,152,61.2,0,0,56,1,6.17,13.82,38,Low
2025-01-01 04:26:00,Night,4,Wednesday,Clear,64,241,51.52,0,0,56,3,4.31,16.39,58,Medium
2025-01-01 04:33:00,Night,4,Wednesday,Clear,27,92,65.84,0,0,36,1,26.13,29.27,27,Low
2025-01-01 04:40:00,Night,4,Wednesday,Clear,23,112,71.76,0,0,46,1,19.51,21.58,25,Low
2025-01-01 04:47:00,Night,4,Wednesday,Fog,54,231,45.75,1,0,94,5,3.55,20.26,78,High
2025-01-01 04:54:00,Night,4,Wednesday,Clear,52,214,57.5,1,0,54,4,5.0,16.56,58,Medium
2025-01-01 05:01:00,Night,5,Wednesday,Clear,47,197,62.65,0,0,80,3,4.06,14.04,49,Medium
2025-01-01 05:08:00,Night,5,Wednesday,Rain,37,183,54.95,0,0,53,2,14.56,25.06,46,Medium
2025-01-01 05:15:00,Night,5,Wednesday,Clear,45,194,62.43,0,0,62,3,9.05,17.83,45,Medium
2025-01-01 05:22:00,Night,5,Wednesday,Clear,42,202,58.17,1,0,59,3,22.2,33.6,54,Medium
2025-01-01 05:29:00,Night,5,Wednesday,Fog,61,247,39.25,0,0,85,4,14.03,36.0,73,High
2025-01-01 05:36:00,Night,5,Wednesday,Rain,60,239,44.78,0,1,79,5,7.32,25.34,79,High
2025-01-01 05:43:00,Night,5,Wednesday,Clear,35,152,67.2,0,0,90,2,0.53,9.53,42,Medium
2025-01-01 05:50:00,Night,5,Wednesday,Clear,36,164,65.91,0,0,37,2,12.32,17.95,34,Low
2025-01-01 05:57:00,Night,5,Wednesday,Fog,40,194,47.63,0,0,54,2,14.9,29.21,53,Medium
2025-01-01 06:04:00,Morning,6,Wednesday,Clear,38,182,64.42,0,0,57,1,1.49,9.54,40,Medium
2025-01-01 06:11:00,Morning,6,Wednesday,Rain,69,269,40.27,1,0,67,4,6.65,25.42,80,High
2025-01-01 06:18:00,Morning,6,Wednesday,Clear,87,342,38.53,1,0,109,7,26.3,59.87,95,High
2025-01-01 06:25:00,Morning,6,Wednesday,Clear,72,278,45.49,1,0,91,5,15.02,35.73,80,High
2025-01-01 06:32:00,Morning,6,Wednesday,Clear,52,242,54.52,0,0,50,1,26.17,38.63,50,Medium
2025-01-01 06:39:00,Morning,6,Wednesday,Clear,67,290,47.45,0,0,117,4,25.47,47.48,74,High
2025-01-01 06:46:00,Morning,6,Wednesday,Clear,67,254,52.98,0,0,75,4,27.3,43.51,63,Medium
2025-01-01 06:53:00,Morning,6,Wednesday,Clear,65,281,52.31,1,0,90,4,21.63,39.81,75,High
2025-01-01 07:00:00,Morning,7,Wednesday,Clear,77,311,46.89,2,0,92,8,11.37,32.82,93,High
2025-01-01 07:07:00,Morning,7,Wednesday,Clear,76,288,46.29,1,0,114,5,27.83,53.63,87,High
2025-01-01 07:14:00,Morning,7,Wednesday,Fog,66,251,40.16,1,0,95,4,9.76,31.65,86,High
2025-01-01 07:21:00,Morning,7,Wednesday,Clear,63,238,52.45,1,0,103,4,17.03,34.7,75,High
2025-01-01 07:28:00,Morning,7,Wednesday,Clear,79,317,45.33,0,0,112,4,17.15,38.97,80,High
2025-01-01 07:35:00,Morning,7,Wednesday,Clear,88,391,42.88,1,0,105,5,10.1,33.16,96,High
2025-01-01 07:42:00,Morning,7,Wednesday,Clear,79,323,43.23,1,0,88,7,18.54,42.68,86,High
2025-01-01 07:49:00,Morning,7,Wednesday,Rain,52,202,46.66,0,0,74,2,8.31,22.72,60,Medium
2025-01-01 07:56:00,Morning,7,Wednesday,Storm,72,288,28.86,0,0,78,6,2.81,22.44,85,High
2025-01-01 08:03:00,Morning,8,Wednesday,Clear,64,271,52.72,0,0,66,2,13.77,27.75,61,Medium
2025-01-01 08:10:00,Morning,8,Wednesday,Rain,72,295,43.23,1,0,64,6,23.97,48.92,81,High
2025-01-01 08:17:00,Morning,8,Wednesday,Clear,81,352,40.77,1,0,100,6,2.1,21.14,91,High
2025-01-01 08:24:00,Morning,8,Wednesday,Clear,68,262,46.36,1,0,93,5,16.44,36.87,78,High
2025-01-01 08:31:00,Morning,8,Wednesday,Fog,80,319,31.64,0,0,93,3,22.26,59.78,89,High
2025-01-01 08:38:00,Morning,8,Wednesday,Clear,80,347,40.76,0,0,71,3,10.49,30.3,76,High
2025-01-01 08:45:00,Morning,8,Wednesday,Clear,70,287,50.45,1,0,74,5,8.82,25.22,75,High
2025-01-01 08:52:00,Morning,8,Wednesday,Clear,69,314,47.55,1,0,63,4,23.71,44.47,75,High
2025-01-01 08:59:00,Morning,8,Wednesday,Clear,47,214,58.71,0,0,47,3,28.18,37.68,45,Medium
2025-01-01 09:06:00,Morning,9,Wednesday,Clear,100,383,32.5,1,0,133,3,22.83,62.36,100,High
2025-01-01 09:13:00,Morning,9,Wednesday,Clear,65,259,47.96,0,0,95,3,6.32,21.55,67,Medium
2025-01-01 09:20:00,Morning,9,Wednesday,Clear,66,293,52.38,1,0,67,5,18.7,35.5,72,High
2025-01-01 09:27:00,Morning,9,Wednesday,Rain,78,319,40.06,1,0,98,6,4.46,24.87,92,High
2025-01-01 09:34:00,Morning,9,Wednesday,Rain,56,250,44.72,1,0,75,6,24.5,47.44,74,High
2025-01-01 09:41:00,Morning,9,Wednesday,Clear,62,287,50.89,1,1,92,7,13.6,33.23,87,High
2025-01-01 09:48:00,Morning,9,Wednesday,Fog,79,296,35.73,2,1,96,10,22.68,57.69,100,High
2025-01-01 09:55:00,Morning,9,Wednesday,Clear,58,225,57.31,0,0,70,3,15.48,27.27,55,Medium
2025-01-01 10:02:00,Morning,10,Wednesday,Clear,47,190,56.58,1,0,38,3,15.79,26.74,52,Medium
2025-01-01 10:09:00,Morning,10,Wednesday,Clear,95,411,39.45,0,0,83,4,18.85,45.89,88,High
2025-01-01 10:16:00,Morning,10,Wednesday,Clear,76,320,42.25,0,0,107,4,11.7,32.62,79,High
2025-01-01 10:23:00,Morning,10,Wednesday,Clear,48,201,56.43,1,0,55,4,25.27,37.87,56,Medium
2025-01-01 10:30:00,Morning,10,Wednesday,Clear,59,237,55.01,0,0,64,4,7.77,19.62,56,Medium
2025-01-01 10:37:00,Morning,10,Wednesday,Clear,56,237,53.73,1,0,73,3,23.94,39.83,66,Medium
2025-01-01 10:44:00,Morning,10,Wednesday,Clear,64,253,48.35,0,0,49,3,4.76,17.16,58,Medium
2025-01-01 10:51:00,Morning,10,Wednesday,Clear,78,348,41.69,0,0,100,5,12.8,34.49,80,High
2025-01-01 10:58:00,Morning,10,Wednesday,Fog,66,280,35.72,1,0,92,5,5.19,26.09,88,High
2025-01-01 11:05:00,Morning,11,Wednesday,Rain,54,255,44.28,0,0,84,2,13.2,31.17,66,Medium
2025-01-01 11:12:00,Morning,11,Wednesday,Clear,76,284,44.3,1,0,89,4,27.32,53.43,83,High
2025-01-01 11:19:00,Morning,11,Wednesday,Clear,91,365,40.32,1,0,109,8,6.0,28.39,98,High
2025-01-01 11:26:00,Morning,11,Wednesday,Clear,64,267,50.71,1,0,78,5,18.48,36.13,72,High
2025-01-01 11:33:00,Morning,11,Wednesday,Clear,83,332,45.71,1,0,111,5,9.25,30.37,91,High
2025-01-01 11:40:00,Morning,11,Wednesday,Clear,56,240,50.99,1,0,47,2,4.69,17.46,62,Medium
2025-01-01 11:47:00,Morning,11,Wednesday,Clear,98,409,32.07,0,0,118,4,23.93,64.38,98,High
2025-01-01 11:54:00,Morning,11,Wednesday,Clear,78,312,42.78,1,1,102,8,25.72,55.59,99,High
2025-01-01 12:01:00,Afternoon,12,Wednesday,Fog,55,210,45.74,0,0,88,3,8.95,25.27,67,Medium
2025-01-01 12:08:00,Afternoon,12,Wednesday,Rain,40,164,56.49,0,0,44,4,14.44,23.99,44,Medium
2025-01-01 12:15:00,Afternoon,12,Wednesday,Rain,54,218,48.51,0,0,64,4,3.67,16.23,59,Medium
2025-01-01 12:22:00,Afternoon,12,Wednesday,Clear,34,144,66.41,0,0,53,2,27.2,31.76,35,Low
2025-01-01 12:29:00,Afternoon,12,Wednesday,Clear,36,136,66.38,0,0,59,1,6.38,13.41,37,Low
2025-01-01 12:36:00,Afternoon,12,Wednesday,Fog,52,211,41.22,0,0,81,3,8.76,25.98,66,Medium
2025-01-01 12:43:00,Afternoon,12,Wednesday,Clear,86,351,37.71,2,0,114,8,17.05,47.03,100,High
2025-01-01 12:50:00,Afternoon,12,Wednesday,Rain,47,209,51.74,1,0,59,4,28.48,45.35,63,Medium
2025-01-01 12:57:00,Afternoon,12,Wednesday,Rain,18,86,64.4,0,0,54,0,13.67,19.04,30,Low
2025-01-01 13:04:00,Afternoon,13,Wednesday,Clear,58,269,57.06,0,0,73,3,8.71,20.82,58,Medium
2025-01-01 13:11:00,Afternoon,13,Wednesday,Clear,42,152,60.81,1,1,75,6,13.49,26.44,66,Medium
2025-01-01 13:18:00,Afternoon,13,Wednesday,Rain,72,312,37.59,1,0,81,5,12.77,37.39,87,High
2025-01-01 13:25:00,Afternoon,13,Wednesday,Fog,45,192,44.04,0,0,59,4,13.6,29.95,58,Medium
2025-01-01 13:32:00,Afternoon,13,Wednesday,Clear,39,157,58.73,0,0,77,0,10.78,20.4,45,Medium
2025-01-01 13:39:00,Afternoon,13,Wednesday,Storm,50,206,36.95,1,0,63,5,15.85,40.47,76,High
2025-01-01 13:46:00,Afternoon,13,Wednesday,Rain,39,181,52.07,0,0,65,2,29.59,44.18,50,Medium
2025-01-01 13:53:00,Afternoon,13,Wednesday,Clear,35,177,66.18,0,0,72,1,8.24,15.87,40,Medium
2025-01-01 14:00:00,Afternoon,14,Wednesday,Fog,48,176,48.4,0,0,59,3,6.27,19.02,57,Medium
2025-01-01 14:07:00,Afternoon,14,Wednesday,Clear,43,193,61.59,0,0,66,3,15.85,24.64,45,Medium
2025-01-01 14:14:00,Afternoon,14,Wednesday,Fog,22,91,58.47,0,0,40,3,5.2,12.3,35,Low
2025-01-01 14:21:00,Afternoon,14,Wednesday,Clear,53,246,56.01,0,0,70,4,25.75,38.47,54,Medium
2025-01-01 14:28:00,Afternoon,14,Wednesday,Rain,38,173,55.32,0,0,64,2,25.34,37.19,48,Medium
2025-01-01 14:35:00,Afternoon,14,Wednesday,Clear,53,219,58.18,1,0,53,2,14.6,26.38,58,Medium
2025-01-01 14:42:00,Afternoon,14,Wednesday,Clear,25,91,72.18,0,0,33,0,18.39,19.98,23,Low
2025-01-01 14:49:00,Afternoon,14,Wednesday,Fog,32,141,56.06,0,0,55,2,19.8,30.21,45,Medium
2025-01-01 14:56:00,Afternoon,14,Wednesday,Fog,40,183,48.39,0,0,79,1,3.34,15.72,57,Medium
2025-01-01 15:03:00,Afternoon,15,Wednesday,Rain,50,203,51.64,1,0,62,4,8.49,22.42,64,Medium
2025-01-01 15:10:00,Afternoon,15,Wednesday,Clear,58,234,52.71,1,0,74,3,23.86,40.45,67,Medium
2025-01-01 15:17:00,Afternoon,15,Wednesday,Clear,46,184,63.19,1,0,51,4,19.78,28.99,52,Medium
2025-01-01 15:24:00,Afternoon,15,Wednesday,Rain,50,225,51.32,0,0,79,1,20.71,36.15,59,Medium
2025-01-01 15:31:00,Afternoon,15,Wednesday,Clear,59,233,55.86,0,0,64,3,4.19,15.47,55,Medium
2025-01-01 15:38:00,Afternoon,15,Wednesday,Clear,70,310,51.36,1,0,100,4,19.46,38.8,80,High
2025-01-01 15:45:00,Afternoon,15,Wednesday,Fog,42,159,49.19,0,0,66,2,10.36,23.46,54,Medium
2025-01-01 15:52:00,Afternoon,15,Wednesday,Fog,67,257,36.59,1,0,70,5,5.97,26.08,84,High
2025-01-01 15:59:00,Afternoon,15,Wednesday,Clear,75,338,47.0,0,0,114,3,1.61,18.18,79,High
2025-01-01 16:06:00,Afternoon,16,Wednesday,Fog,73,326,33.96,1,0,100,7,20.8,55.7,96,High
2025-01-01 16:13:00,Afternoon,16,Wednesday,Rain,40,167,57.58,0,0,59,2,10.51,20.4,47,Medium
2025-01-01 16:20:00,Afternoon,16,Wednesday,Clear,49,216,59.67,0,0,71,2,20.73,31.03,50,Medium
2025-01-01 16:27:00,Afternoon,16,Wednesday,Storm,47,200,41.02,0,0,80,2,29.08,55.93,67,Medium
2025-01-01 16:34:00,Afternoon,16,Wednesday,Rain,42,150,51.58,0,0,61,2,17.31,29.97,49,Medium
2025-01-01 16:41:00,Afternoon,16,Wednesday,Rain,53,235,48.73,0,0,71,3,26.53,44.65,60,Medium
2025-01-01 16:48:00,Afternoon,16,Wednesday,Rain,57,231,50.18,0,0,90,2,29.81,48.84,65,Medium
2025-01-01 16:55:00,Afternoon,16,Wednesday,Rain,51,212,49.3,0,0,54,2,24.41,40.51,55,Medium
2025-01-01 17:02:00,Evening,17,Wednesday,Clear,76,314,47.82,0,0,97,3,23.31,44.36,75,High
2025-01-01 17:09:00,Evening,17,Wednesday,Rain,58,244,43.95,1,0,48,4,1.08,14.87,70,High
2025-01-01 17:16:00,Evening,17,Wednesday,Clear,76,296,49.41,0,0,97,3,20.04,39.27,74,High
2025-01-01 17:23:00,Evening,17,Wednesday,Rain,89,382,33.91,2,1,111,10,14.52,45.54,100,High
2025-01-01 17:30:00,Evening,17,Wednesday,Clear,49,189,60.38,1,0,75,2,10.15,21.78,58,Medium
2025-01-01 17:37:00,Evening,17,Wednesday,Clear,67,258,52.14,1,0,77,6,5.18,20.38,73,High
2025-01-01 17:44:00,Evening,17,Wednesday,Clear,74,323,47.51,1,0,96,6,16.99,38.0,83,High
2025-01-01 17:51:00,Evening,17,Wednesday,Rain,92,370,32.93,1,0,114,6,4.89,28.81,100,High
2025-01-01 17:58:00,Evening,17,Wednesday,Clear,63,277,52.02,0,0,93,2,9.38,24.07,65,Medium
2025-01-01 18:05:00,Evening,18,Wednesday,Clear,66,295,49.65,1,0,79,4,8.23,24.76,75,High
2025-01-01 18:12:00,Evening,18,Wednesday,Fog,54,200,47.56,0,0,95,4,21.92,41.3,67,Medium
2025-01-01 18:19:00,Evening,18,Wednesday,Rain,51,210,46.44,1,0,67,6,0.89,14.51,68,Medium
2025-01-01 18:26:00,Evening,18,Wednesday,Rain,84,340,37.98,2,1,97,9,27.19,62.57,100,High
2025-01-01 18:33:00,Evening,18,Wednesday,Clear,54,247,54.18,0,0,70,3,29.67,43.92,55,Medium
2025-01-01 18:40:00,Evening,18,Wednesday,Rain,54,213,49.89,1,0,75,3,25.15,43.92,69,Medium
2025-01-01 18:47:00,Evening,18,Wednesday,Fog,84,359,27.22,0,0,91,5,18.33,58.84,94,High
2025-01-01 18:54:00,Evening,18,Wednesday,Fog,78,315,33.83,0,0,129,4,9.78,36.42,94,High
2025-01-01 19:01:00,Evening,19,Wednesday,Clear,52,246,53.51,0,0,77,1,14.62,27.76,56,Medium
2025-01-01 19:08:00,Evening,19,Wednesday,Clear,52,205,56.73,0,0,90,0,22.04,34.71,55,Medium
2025-01-01 19:15:00,Evening,19,Wednesday,Clear,78,324,47.32,0,0,106,4,6.84,24.48,78,High
2025-01-01 19:22:00,Evening,19,Wednesday,Rain,94,404,26.08,2,0,126,8,18.35,62.32,100,High
2025-01-01 19:29:00,Evening,19,Wednesday,Clear,68,295,48.21,0,0,111,3,5.67,22.05,73,High
2025-01-01 19:36:00,Evening,19,Wednesday,Clear,87,346,43.24,0,0,79,4,27.42,53.76,80,High
2025-01-01 19:43:00,Evening,19,Wednesday,Clear,73,329,44.1,0,0,74,1,17.65,38.03,71,High
2025-01-01 19:50:00,Evening,19,Wednesday,Clear,87,365,38.24,1,0,100,5,17.23,45.8,95,High
2025-01-01 19:57:00,Evening,19,Wednesday,Fog,45,204,49.94,0,0,55,2,5.06,16.9,55,Medium
2025-01-01 20:04:00,Evening,20,Wednesday,Clear,62,263,50.51,0,0,93,5,19.42,36.32,65,Medium
2025-01-01 20:11:00,Evening,20,Wednesday,Clear,74,302,49.82,1,0,95,5,4.33,21.56,82,High
2025-01-01 20:18:00,Evening,20,Wednesday,Fog,66,253,36.32,0,0,97,4,6.15,26.0,79,High
2025-01-01 20:25:00,Evening,20,Wednesday,Clear,56,250,58.55,0,0,96,3,7.55,19.96,59,Medium
2025-01-01 20:32:00,Evening,20,Wednesday,Clear,63,288,51.81,0,0,87,2,27.73,45.26,65,Medium
2025-01-01 20:39:00,Evening,20,Wednesday,Fog,60,277,41.2,0,0,110,5,23.44,50.01,78,High
2025-01-01 20:46:00,Evening,20,Wednesday,Clear,54,247,59.32,1,0,59,3,3.03,15.03,61,Medium
2025-01-01 20:53:00,Evening,20,Wednesday,Fog,61,266,37.97,0,0,74,4,7.49,26.21,73,High
2025-01-01 21:00:00,Night,21,Wednesday,Storm,35,135,45.32,0,0,64,2,14.92,30.54,54,Medium
2025-01-01 21:07:00,Night,21,Wednesday,Rain,44,192,55.92,0,0,97,1,9.3,21.86,57,Medium
2025-01-01 21:14:00,Night,21,Wednesday,Rain,43,169,49.87,0,0,45,2,16.98,29.82,48,Medium
2025-01-01 21:21:00,Night,21,Wednesday,Clear,24,116,66.94,0,0,52,1,4.72,10.32,29,Low
2025-01-01 21:28:00,Night,21,Wednesday,Clear,62,237,55.43,1,0,55,4,22.83,37.15,64,Medium
2025-01-01 21:35:00,Night,21,Wednesday,Clear,45,163,58.37,1,0,55,1,10.03,20.77,53,Medium
2025-01-01 21:42:00,Night,21,Wednesday,Clear,45,181,58.49,0,0,63,2,27.93,37.98,46,Medium
2025-01-01 21:49:00,Night,21,Wednesday,Clear,49,208,60.67,0,0,64,0,29.69,39.07,48,Medium
2025-01-01 21:56:00,Night,21,Wednesday,Clear,48,222,59.0,0,0,44,0,28.41,37.72,45,Medium
2025-01-01 22:03:00,Night,22,Wednesday,Clear,45,198,61.6,0,0,55,2,29.79,37.85,44,Medium
2025-01-01 22:10:00,Night,22,Wednesday,Clear,33,120,67.96,0,0,61,2,1.18,8.18,34,Low
2025-01-01 22:17:00,Night,22,Wednesday,Clear,24,125,66.99,0,0,53,2,25.95,29.35,29,Low
2025-01-01 22:24:00,Night,22,Wednesday,Clear,52,217,58.07,0,0,102,2,5.21,17.52,58,Medium
2025-01-01 22:31:00,Night,22,Wednesday,Clear,43,178,60.11,0,0,55,3,27.91,36.52,43,Medium
2025-01-01 22:38:00,Night,22,Wednesday,Rain,32,139,56.73,0,0,37,4,8.49,16.44,38,Low
2025-01-01 22:45:00,Night,22,Wednesday,Storm,36,151,42.41,0,0,53,2,3.08,14.96,54,Medium
2025-01-01 22:52:00,Night,22,Wednesday,Clear,48,214,61.02,0,0,45,2,22.3,30.6,44,Medium
2025-01-01 22:59:00,Night,22,Wednesday,Clear,48,199,59.62,0,0,57,2,18.82,28.17,46,Medium
2025-01-01 23:06:00,Night,23,Wednesday,Rain,43,199,56.38,0,0,57,0,11.66,22.18,49,Medium
2025-01-01 23:13:00,Night,23,Wednesday,Rain,61,275,47.49,0,0,63,5,23.71,42.71,65,Medium
2025-01-01 23:20:00,Night,23,Wednesday,Rain,24,115,64.55,0,0,63,1,21.31,27.34,36,Low
2025-01-01 23:27:00,Night,23,Wednesday,Clear,37,164,60.39,0,0,60,4,21.54,29.6,40,Medium
2025-01-01 23:34:00,Night,23,Wednesday,Clear,30,139,65.49,0,0,39,1,6.55,12.23,31,Low
2025-01-01 23:41:00,Night,23,Wednesday,Rain,75,284,34.94,1,0,96,6,15.67,44.89,91,High
2025-01-01 23:48:00,Night,23,Wednesday,Clear,29,123,67.27,0,0,29,1,28.21,30.5,27,Low
2025-01-01 23:55:00,Night,23,Wednesday,Clear,55,239,56.45,0,0,78,2,10.74,22.8,56,Medium
2025-01-02 00:02:00,Night,0,Thursday,Fog,39,169,46.79,0,0,48,3,17.6,32.55,51,Medium
2025-01-02 00:09:00,Night,0,Thursday,Fog,50,192,48.26,0,0,77,4,15.26,31.42,62,Medium
2025-01-02 00:16:00,Night,0,Thursday,Fog,44,161,48.81,0,0,44,2,1.25,11.63,52,Medium
2025-01-02 00:23:00,Night,0,Thursday,Clear,34,148,65.57,0,0,25,1,20.45,24.53,30,Low
2025-01-02 00:30:00,Night,0,Thursday,Rain,38,157,52.71,0,0,31,2,16.46,26.81,42,Medium
2025-01-02 00:37:00,Night,0,Thursday,Storm,43,189,39.78,0,0,62,1,17.31,38.3,62,Medium
2025-01-02 00:44:00,Night,0,Thursday,Clear,46,186,60.57,0,0,51,1,22.32,30.88,44,Medium
2025-01-02 00:51:00,Night,0,Thursday,Clear,39,157,58.68,0,0,72,3,17.64,27.16,44,Medium
2025-01-02 00:58:00,Night,0,Thursday,Fog,36,135,51.73,0,0,61,1,5.19,15.86,49,Medium
2025-01-02 01:05:00,Night,1,Thursday,Clear,67,308,49.31,0,0,99,4,3.06,18.15,71,High
2025-01-02 01:12:00,Night,1,Thursday,Fog,73,274,36.92,1,0,58,6,12.36,36.35,85,High
2025-01-02 01:19:00,Night,1,Thursday,Clear,57,245,56.75,0,0,77,1,10.58,22.73,57,Medium
2025-01-02 01:26:00,Night,1,Thursday,Fog,26,143,52.56,0,0,59,3,15.3,26.37,44,Medium
2025-01-02 01:33:00,Night,1,Thursday,Clear,28,115,69.39,0,0,31,2,6.04,10.42,26,Low
2025-01-02 01:40:00,Night,1,Thursday,Rain,43,163,52.05,1,0,42,4,13.61,26.47,56,Medium
2025-01-02 01:47:00,Night,1,Thursday,Clear,36,165,65.95,0,0,59,1,16.45,22.79,38,Low
2025-01-02 01:54:00,Night,1,Thursday,Fog,67,253,34.21,1,0,111,5,20.26,53.94,92,High
2025-01-02 02:01:00,Night,2,Thursday,Clear,15,67,72.23,0,0,65,0,17.39,19.67,23,Low
2025-01-02 02:08:00,Night,2,Thursday,Clear,33,116,62.88,0,0,57,3,4.66,11.7,35,Low
2025-01-02 02:15:00,Night,2,Thursday,Clear,33,159,61.98,0,0,76,2,26.41,34.21,41,Medium
2025-01-02 02:22:00,Night,2,Thursday,Clear,55,221,53.7,1,0,35,3,10.74,23.02,58,Medium
2025-01-02 02:29:00,Night,2,Thursday,Clear,65,252,52.98,0,0,94,4,4.16,17.98,65,Medium
2025-01-02 02:36:00,Night,2,Thursday,Clear,62,240,49.7,0,0,81,3,6.25,20.06,62,Medium
2025-01-02 02:43:00,Night,2,Thursday,Clear,43,162,61.09,0,0,55,3,29.94,37.88,42,Medium
2025-01-02 02:50:00,Night,2,Thursday,Clear,37,131,62.3,0,0,63,2,29.62,36.6,39,Low
2025-01-02 02:57:00,Night,2,Thursday,Clear,37,134,65.42,0,0,61,1,10.13,17.15,38,Low
2025-01-02 03:04:00,Night,3,Thursday,Clear,46,173,57.84,0,0,36,4,7.39,15.65,41,Medium
2025-01-02 03:11:00,Night,3,Thursday,Clear,31,130,67.16,0,0,48,1,24.49,28.44,32,Low
2025-01-02 03:18:00,Night,3,Thursday,Fog,37,183,53.97,0,0,61,3,16.54,28.58,51,Medium
2025-01-02 03:25:00,Night,3,Thursday,Clear,48,229,57.17,0,0,69,0,18.48,29.72,51,Medium
2025-01-02 03:32:00,Night,3,Thursday,Clear,67,297,50.34,0,0,103,2,8.47,24.41,70,High
2025-01-02 03:39:00,Night,3,Thursday,Fog,55,211,40.59,1,0,75,6,6.66,24.77,76,High
